,genes,cluster,p_val,avg_logFC,scores,p_val_adj
304,MBP,8,0.18434754679109888,2.880100965499878,1.3274872303009033,0.9772915197977046
305,NOP58,8,0.18694018278252444,2.846240282058716,1.3196851015090942,0.9772915197977046
306,ITGAL,8,0.1933485267639553,2.8666787147521973,1.300736904144287,0.9772915197977046
307,RPL41,8,0.19758020905233298,0.9783309102058411,1.2884763479232788,0.9772915197977046
308,ICAM3,8,0.2058463303326744,2.607307195663452,1.2650697231292725,0.9772915197977046
309,MTCO3P12,8,0.2078509662099286,1.4100093841552734,1.2594966888427734,0.9772915197977046
310,PPP1R18,8,0.20906052316026436,2.4871578216552734,1.2561529874801636,0.9772915197977046
311,CD3D,8,0.21559766679473358,1.5786213874816895,1.2383193969726562,0.9772915197977046
312,CD8A,8,0.21725471626697035,2.4520211219787598,1.233860969543457,0.9772915197977046
313,SKP1,8,0.22270334254940605,1.7066773176193237,1.2193711996078491,0.9772915197977046
314,M6PR,8,0.22397448998530856,2.3486287593841553,1.2160273790359497,0.9772915197977046
315,IQGAP1,8,0.2256774109269224,2.4664881229400635,1.2115689516067505,0.9772915197977046
316,AC133555.4,8,0.22610458170870107,6.229904651641846,1.2104543447494507,0.9772915197977046
317,ARHGEF9,8,0.22696065366488238,6.070825099945068,1.2082252502441406,0.9772915197977046
318,LSS,8,0.23040804917862467,5.837911128997803,1.1993083953857422,0.9772915197977046
319,CRTAM,8,0.23214563841055247,5.5359578132629395,1.194849967956543,0.9772915197977046
320,ATAD1,8,0.23653024794795063,5.009625434875488,1.1837040185928345,0.9772915197977046
321,AC073896.1,8,0.23918895071155322,4.919137954711914,1.1770163774490356,0.9772915197977046
322,UCHL5,8,0.24007985164175205,4.930962085723877,1.1747872829437256,0.9772915197977046
323,S100A10,8,0.24366683380017284,1.254331350326538,1.1658704280853271,0.9772915197977046
324,MYDGF,8,0.2509533502986231,4.515687942504883,1.1480368375778198,0.9772915197977046
325,HSP90AB1,8,0.2514137540738699,1.3320024013519287,1.14692223072052,0.9772915197977046
326,RAB11B,8,0.2537246105889216,4.22980260848999,1.1413493156433105,0.9772915197977046
327,INO80D,8,0.2555839115582804,4.065638542175293,1.1368908882141113,0.9772915197977046
328,SMAP1,8,0.2555839115582804,4.110517978668213,1.1368908882141113,0.9772915197977046
329,TDP2,8,0.2555839115582804,4.136837959289551,1.1368908882141113,0.9772915197977046
