barcodes,UMI,cell
1569,217,noise
1570,217,noise
1571,217,noise
1572,217,noise
1573,217,noise
1574,216,noise
1575,216,noise
1576,216,noise
1577,216,noise
1578,216,noise
1579,216,noise
1580,215,noise
1581,215,noise
1582,215,noise
1583,215,noise
1584,215,noise
1585,214,noise
1586,214,noise
1587,214,noise
1588,214,noise
1589,214,noise
1590,214,noise
1591,214,noise
1592,214,noise
1593,214,noise
1594,213,noise
1595,213,noise
1596,213,noise
1597,213,noise
1598,213,noise
1599,213,noise
1600,213,noise
1601,212,noise
1602,212,noise
1603,212,noise
1604,211,noise
1605,211,noise
1606,211,noise
1607,211,noise
1608,211,noise
1609,211,noise
1610,210,noise
1611,210,noise
1612,210,noise
1613,210,noise
1614,210,noise
1615,210,noise
1616,210,noise
1617,210,noise
1618,209,noise
1619,209,noise
1620,209,noise
1621,209,noise
1622,209,noise
1623,209,noise
1624,209,noise
1625,208,noise
1626,208,noise
1627,208,noise
1628,208,noise
1629,208,noise
1630,208,noise
1631,208,noise
1632,208,noise
1633,208,noise
1634,208,noise
1635,208,noise
1636,207,noise
1637,207,noise
1638,207,noise
1639,207,noise
1640,207,noise
1641,207,noise
1642,206,noise
1643,206,noise
1644,206,noise
1645,206,noise
1646,206,noise
1647,206,noise
1648,206,noise
1649,206,noise
1650,206,noise
1651,205,noise
1652,205,noise
1653,205,noise
1654,205,noise
1655,205,noise
1656,204,noise
1657,204,noise
1658,204,noise
1659,204,noise
1660,204,noise
1661,204,noise
1662,204,noise
1663,204,noise
1664,203,noise
1665,203,noise
1666,203,noise
1667,203,noise
1668,203,noise
1669,203,noise
1670,202,noise
1671,202,noise
1672,202,noise
1673,202,noise
1674,202,noise
1675,202,noise
1676,202,noise
1677,202,noise
1678,201,noise
1679,201,noise
1680,201,noise
1681,200,noise
1682,200,noise
1683,200,noise
1684,200,noise
1685,199,noise
1686,199,noise
1687,199,noise
1688,198,noise
1689,198,noise
1690,198,noise
1691,198,noise
1692,198,noise
1693,198,noise
1694,197,noise
1695,197,noise
1696,197,noise
1697,197,noise
1698,196,noise
1699,196,noise
1700,195,noise
1701,195,noise
1702,195,noise
1703,194,noise
1704,194,noise
1705,194,noise
1706,194,noise
1707,193,noise
1708,193,noise
1709,193,noise
1710,193,noise
1711,193,noise
1712,193,noise
1713,193,noise
1714,192,noise
1715,192,noise
1716,192,noise
1717,192,noise
1718,192,noise
1719,191,noise
1720,191,noise
1721,191,noise
1722,191,noise
1723,191,noise
1724,190,noise
1725,189,noise
1726,189,noise
1727,189,noise
1728,189,noise
1729,189,noise
1730,189,noise
1731,189,noise
1732,189,noise
1733,188,noise
1734,188,noise
1735,188,noise
1736,187,noise
1737,187,noise
1738,187,noise
1739,187,noise
1740,187,noise
1741,187,noise
1742,187,noise
1743,187,noise
1744,187,noise
1745,186,noise
1746,186,noise
1747,186,noise
1748,186,noise
1749,186,noise
1750,186,noise
1751,186,noise
1752,185,noise
1753,185,noise
1754,185,noise
1755,185,noise
1756,185,noise
1757,185,noise
1758,185,noise
1759,185,noise
1760,185,noise
1761,184,noise
1762,184,noise
1763,184,noise
1764,184,noise
1765,184,noise
1766,183,noise
1767,183,noise
1768,183,noise
1769,183,noise
1770,183,noise
1771,183,noise
1772,183,noise
1773,183,noise
1774,182,noise
